Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Unnamed:0
317,male,********,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,83,72,78,********
318,male,********,bachelor's degree,standard,none,married,sometimes,yes,,private,< 5,61,69,67,********
319,female,********,associate's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,55,64,63,********
320,female,********,high school,free/reduced,,divorced,sometimes,yes,2.0,,< 5,64,77,82,********
321,female,********,high school,standard,none,married,never,no,3.0,private,> 10,74,85,78,********
322,female,********,some college,standard,none,married,regularly,yes,2.0,private,< 5,70,80,80,********
323,female,********,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,40,52,51,********
324,female,********,high school,free/reduced,none,divorced,sometimes,no,1.0,,< 5,39,45,42,********
325,female,********,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,82,90,94,********
326,male,********,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,61,62,********
327,male,********,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,29,23,19,********
328,male,********,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,82,75,77,********
329,female,********,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,39,54,49,********
330,male,********,high school,standard,none,single,regularly,yes,,school_bus,< 5,70,59,61,********
331,male,********,associate's degree,standard,none,,sometimes,no,3.0,private,< 5,45,36,34,********
332,male,********,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55,52,********
333,male,********,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78,81,********
334,female,********,bachelor's degree,standard,none,,sometimes,yes,1.0,,,83,93,95,********
335,female,********,some college,free/reduced,none,married,regularly,yes,2.0,,5 - 10,62,69,67,********
336,male,********,some high school,standard,completed,married,regularly,no,,private,5 - 10,78,71,70,********
337,male,********,associate's degree,standard,none,single,regularly,yes,2.0,,5 - 10,50,51,44,********
338,female,********,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,23,37,26,********
339,female,********,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,60,********
340,male,********,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62,54,********
341,female,********,,standard,none,married,regularly,yes,0.0,,5 - 10,62,74,64,********
342,female,********,,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,66,74,72,********
343,male,********,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70,65,********
344,male,********,some college,standard,none,,regularly,yes,2.0,school_bus,< 5,78,72,67,********
345,female,********,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80,75,********
346,male,********,,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,62,61,57,********
347,female,********,bachelor's degree,standard,completed,married,regularly,yes,0.0,,< 5,76,93,95,********
349,male,********,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76,79,********
350,female,********,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65,69,********
351,male,********,some college,standard,none,married,,no,4.0,school_bus,> 10,67,57,53,********
352,female,********,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76,78,********
353,female,********,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57,57,********
354,female,********,some college,standard,none,married,never,yes,2.0,,< 5,55,68,66,********
355,female,********,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74,73,********
356,male,********,,standard,none,married,sometimes,no,2.0,private,5 - 10,63,61,61,********
357,female,********,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65,67,********
359,female,********,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88,87,********
360,female,********,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61,57,********
361,male,********,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85,79,********
362,female,********,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58,59,********
363,female,********,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,26,33,31,********
364,male,********,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60,59,********
365,male,********,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59,62,********
366,male,********,high school,standard,completed,married,sometimes,yes,2.0,,5 - 10,69,58,53,********
367,male,********,bachelor's degree,free/reduced,none,married,regularly,,3.0,private,> 10,64,67,63,********
368,female,********,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64,58,********
369,female,********,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83,84,********
370,male,********,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78,72,********
371,female,********,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73,70,********
372,male,********,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75,73,********
373,female,********,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,84,98,97,********
374,female,********,bachelor's degree,standard,none,married,sometimes,yes,0.0,,> 10,60,71,74,********
376,female,********,some high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,82,91,83,********
377,female,********,master's degree,free/reduced,completed,single,sometimes,yes,,private,5 - 10,85,95,100,********
378,female,********,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84,78,********
379,male,********,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64,63,********
380,female,********,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86,83,********
381,male,********,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98,93,********
382,male,********,master's degree,free/reduced,none,married,sometimes,no,2.0,,5 - 10,79,82,73,********
383,female,********,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50,47,********
384,female,********,some high school,free/reduced,none,divorced,never,no,5.0,private,5 - 10,35,41,40,********
385,female,********,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77,76,********
386,female,********,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71,68,********
387,female,********,,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79,68,********
388,female,********,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64,********
389,male,********,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70,75,********
390,male,********,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68,60,********
391,female,********,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66,75,********
392,male,********,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68,68,********
393,male,********,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55,58,********
394,female,********,some high school,standard,completed,single,sometimes,no,,school_bus,5 - 10,65,74,77,********
396,female,********,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65,61,********
398,male,********,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62,57,********
399,male,********,some high school,standard,none,single,never,no,4.0,private,< 5,56,57,51,********
400,female,********,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54,68,********
401,male,********,some college,standard,,married,sometimes,no,1.0,school_bus,,53,43,43,********
402,female,********,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66,57,********
403,female,********,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,88,99,100,********
404,female,********,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59,63,********
405,female,********,some high school,standard,none,married,regularly,yes,,,< 5,62,72,68,********
406,male,********,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66,65,********
407,female,********,associate's degree,standard,,married,regularly,yes,3.0,school_bus,5 - 10,84,81,78,********
408,female,********,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57,56,********
409,male,********,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83,84,********
410,female,********,master's degree,standard,completed,,regularly,yes,2.0,private,5 - 10,72,73,78,********
411,male,********,some college,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,86,84,79,********
412,male,********,associate's degree,standard,none,married,sometimes,yes,3.0,private,,71,66,60,********
414,female,********,,free/reduced,,married,regularly,yes,3.0,school_bus,5 - 10,52,73,80,********
415,male,********,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74,70,********
416,male,********,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72,66,********
417,male,********,associate's degree,standard,none,married,sometimes,yes,3.0,,< 5,71,71,65,********
418,male,********,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,63,********
419,male,********,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56,54,********
421,female,********,high school,standard,completed,married,regularly,no,2.0,,< 5,56,57,64,********
422,female,********,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59,68,********
423,female,********,some high school,standard,completed,married,sometimes,yes,0.0,,< 5,57,83,78,********
424,male,********,some college,free/reduced,none,married,,no,2.0,private,5 - 10,41,39,34,********
425,female,********,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,60,65,60,********
426,male,********,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,88,84,88,********
427,male,********,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72,66,********
428,male,********,some high school,free/reduced,,single,sometimes,yes,1.0,private,,65,59,53,********
429,male,********,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63,55,********
430,male,********,associate's degree,free/reduced,none,married,sometimes,,1.0,private,< 5,62,65,57,********
431,female,********,high school,standard,none,single,sometimes,yes,3.0,school_bus,,61,72,70,********
432,male,********,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54,52,********
433,female,********,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,45,58,49,********
434,male,********,,standard,none,married,sometimes,no,1.0,,> 10,75,66,67,********
435,male,********,some college,free/reduced,completed,married,sometimes,no,7.0,private,5 - 10,50,48,53,********
436,male,********,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,65,********
437,male,********,,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,75,66,73,********
438,male,********,high school,standard,,single,regularly,yes,0.0,school_bus,< 5,69,55,51,********
439,male,********,some high school,standard,completed,married,sometimes,,0.0,school_bus,5 - 10,89,88,82,********
440,female,********,,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,69,82,80,********
441,female,********,high school,standard,none,married,sometimes,yes,2.0,,,78,81,80,********
442,female,********,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73,69,********
443,female,********,associate's degree,standard,none,,sometimes,no,1.0,school_bus,< 5,70,81,74,********
